estimated_treatment_effect,gt_ate
-0.2577665150165558,-0.14596188068389893
-0.21172776818275452,-0.14596188068389893
-0.2674131393432617,-0.14596188068389893
-0.19944298267364502,-0.14596188068389893
-0.10291129350662231,-0.14596188068389893
-0.02863439917564392,-0.14596188068389893
-0.2702188789844513,-0.14596188068389893
-0.08805146813392639,-0.14596188068389893
-0.22095578908920288,-0.14596188068389893
-0.18667462468147278,-0.14596188068389893
-0.03001159429550171,-0.14596188068389893
-0.21112529933452606,-0.14596188068389893
-0.12477859854698181,-0.14596188068389893
-0.011860623955726624,-0.14596188068389893
-0.23851938545703888,-0.14596188068389893
-0.20102588832378387,-0.14596188068389893
0.009558334946632385,-0.14596188068389893
-0.12203477323055267,-0.14596188068389893
-0.15456360578536987,-0.14596188068389893
0.061836957931518555,-0.14596188068389893
-0.05298149585723877,-0.14596188068389893
-0.019338995218276978,-0.14596188068389893
-0.042353689670562744,-0.14596188068389893
-0.2679018974304199,-0.14596188068389893
-0.021169006824493408,-0.14596188068389893
-0.041390448808670044,-0.14596188068389893
0.05811668932437897,-0.14596188068389893
-0.08107082545757294,-0.14596188068389893
-0.1354958713054657,-0.14596188068389893
-0.11884765326976776,-0.14596188068389893
-0.16996414959430695,-0.14596188068389893
-0.07347345352172852,-0.14596188068389893
-0.050637781620025635,-0.14596188068389893
-0.008334308862686157,-0.14596188068389893
-0.046453237533569336,-0.14596188068389893
-0.13346394896507263,-0.14596188068389893
-0.2773331105709076,-0.14596188068389893
-0.13185729086399078,-0.14596188068389893
-0.1661432832479477,-0.14596188068389893
-0.08289888501167297,-0.14596188068389893
-0.25019657611846924,-0.14596188068389893
-0.36200588941574097,-0.14596188068389893
-0.3067644238471985,-0.14596188068389893
-0.3596833050251007,-0.14596188068389893
-0.16009551286697388,-0.14596188068389893
-0.1445913314819336,-0.14596188068389893
-0.0444457083940506,-0.14596188068389893
-0.26461920142173767,-0.14596188068389893
-0.3016076982021332,-0.14596188068389893
0.13911692798137665,-0.14596188068389893
-0.1436680406332016,-0.14596188068389893
-0.1663055419921875,-0.14596188068389893
-0.2721914052963257,-0.14596188068389893
-0.022633343935012817,-0.14596188068389893
-0.2626640200614929,-0.14596188068389893
0.0075864046812057495,-0.14596188068389893
-0.1548878699541092,-0.14596188068389893
0.025418072938919067,-0.14596188068389893
-0.20600084960460663,-0.14596188068389893
0.03984922170639038,-0.14596188068389893
-0.09510886669158936,-0.14596188068389893
-0.2607795298099518,-0.14596188068389893
-0.2146875262260437,-0.14596188068389893
0.013561785221099854,-0.14596188068389893
-0.2532429099082947,-0.14596188068389893
-0.17651329934597015,-0.14596188068389893
-0.24014586210250854,-0.14596188068389893
-0.35737326741218567,-0.14596188068389893
-0.07397377490997314,-0.14596188068389893
-0.4060947597026825,-0.14596188068389893
0.006723940372467041,-0.14596188068389893
-0.22228260338306427,-0.14596188068389893
-0.1803797483444214,-0.14596188068389893
-0.19289378821849823,-0.14596188068389893
-0.09299427270889282,-0.14596188068389893
-0.005597919225692749,-0.14596188068389893
-0.08843845129013062,-0.14596188068389893
0.01961502432823181,-0.14596188068389893
-0.030648887157440186,-0.14596188068389893
0.0009184032678604126,-0.14596188068389893
-0.47048497200012207,-0.14596188068389893
-0.129292830824852,-0.14596188068389893
-0.10975489020347595,-0.14596188068389893
-0.355497270822525,-0.14596188068389893
-0.12208741903305054,-0.14596188068389893
-0.18919655680656433,-0.14596188068389893
-0.1445949822664261,-0.14596188068389893
-0.06266969442367554,-0.14596188068389893
-0.2223498523235321,-0.14596188068389893
-0.016878202557563782,-0.14596188068389893
-0.27292492985725403,-0.14596188068389893
-0.27021369338035583,-0.14596188068389893
-0.10698449611663818,-0.14596188068389893
-0.13386479020118713,-0.14596188068389893
-0.04346597194671631,-0.14596188068389893
-0.15999218821525574,-0.14596188068389893
-0.23931938409805298,-0.14596188068389893
-0.18126492202281952,-0.14596188068389893
