estimated_treatment_effect,gt_ate
-0.06835027039051056,-0.07298094034194946
-0.030780568718910217,-0.07298094034194946
-0.06304432451725006,-0.07298094034194946
0.04664428532123566,-0.07298094034194946
-0.3142486810684204,-0.07298094034194946
0.09585696458816528,-0.07298094034194946
-0.037967801094055176,-0.07298094034194946
-0.005122482776641846,-0.07298094034194946
-0.08781538903713226,-0.07298094034194946
-0.09941607713699341,-0.07298094034194946
-0.006603717803955078,-0.07298094034194946
-0.08809801936149597,-0.07298094034194946
-0.1892629861831665,-0.07298094034194946
-0.15201640129089355,-0.07298094034194946
-0.07893604040145874,-0.07298094034194946
-0.05904223024845123,-0.07298094034194946
0.011034786701202393,-0.07298094034194946
-0.10499504208564758,-0.07298094034194946
-0.12582755088806152,-0.07298094034194946
-0.2962566018104553,-0.07298094034194946
-0.0952296257019043,-0.07298094034194946
-0.1168026328086853,-0.07298094034194946
-0.08446818590164185,-0.07298094034194946
-0.02520596981048584,-0.07298094034194946
0.013943403959274292,-0.07298094034194946
-0.14686919748783112,-0.07298094034194946
0.008561044931411743,-0.07298094034194946
-0.00772780179977417,-0.07298094034194946
-0.21537144482135773,-0.07298094034194946
0.08783602714538574,-0.07298094034194946
-0.052229493856430054,-0.07298094034194946
-0.14755815267562866,-0.07298094034194946
-0.1756977140903473,-0.07298094034194946
-0.22033315896987915,-0.07298094034194946
-0.06138917803764343,-0.07298094034194946
-0.10992147028446198,-0.07298094034194946
-0.3552544116973877,-0.07298094034194946
-0.171612948179245,-0.07298094034194946
-0.04203870892524719,-0.07298094034194946
-0.16009654104709625,-0.07298094034194946
-0.11754901707172394,-0.07298094034194946
-0.009454995393753052,-0.07298094034194946
-0.1202385425567627,-0.07298094034194946
-0.2475004941225052,-0.07298094034194946
-0.11144046485424042,-0.07298094034194946
-0.14990943670272827,-0.07298094034194946
0.05486154556274414,-0.07298094034194946
-0.018154233694076538,-0.07298094034194946
-0.2696402668952942,-0.07298094034194946
-0.027834326028823853,-0.07298094034194946
0.005039125680923462,-0.07298094034194946
-0.16916123032569885,-0.07298094034194946
0.12558916211128235,-0.07298094034194946
-0.11349013447761536,-0.07298094034194946
0.04547339677810669,-0.07298094034194946
-0.2045038342475891,-0.07298094034194946
-0.30833715200424194,-0.07298094034194946
-0.08601853251457214,-0.07298094034194946
-0.017481684684753418,-0.07298094034194946
0.1262453943490982,-0.07298094034194946
-0.10170724987983704,-0.07298094034194946
-0.025318533182144165,-0.07298094034194946
-0.16328272223472595,-0.07298094034194946
-0.14441922307014465,-0.07298094034194946
-0.05655452609062195,-0.07298094034194946
0.04083371162414551,-0.07298094034194946
-0.17106197774410248,-0.07298094034194946
-0.04682131111621857,-0.07298094034194946
0.13424383103847504,-0.07298094034194946
-0.21328279376029968,-0.07298094034194946
-0.06589798629283905,-0.07298094034194946
-0.06907597184181213,-0.07298094034194946
0.009429842233657837,-0.07298094034194946
-0.19385474920272827,-0.07298094034194946
-0.2001705914735794,-0.07298094034194946
0.1267906129360199,-0.07298094034194946
0.03482842445373535,-0.07298094034194946
-0.01519709825515747,-0.07298094034194946
-0.23074159026145935,-0.07298094034194946
0.08616149425506592,-0.07298094034194946
-0.09823735058307648,-0.07298094034194946
-0.20832078158855438,-0.07298094034194946
-0.12978564202785492,-0.07298094034194946
-0.17249733209609985,-0.07298094034194946
0.09707948565483093,-0.07298094034194946
-0.06351450085639954,-0.07298094034194946
-0.12880441546440125,-0.07298094034194946
-0.0048258304595947266,-0.07298094034194946
-0.23620979487895966,-0.07298094034194946
0.10624781250953674,-0.07298094034194946
-0.021101415157318115,-0.07298094034194946
-0.062075406312942505,-0.07298094034194946
0.08733060956001282,-0.07298094034194946
-0.037319570779800415,-0.07298094034194946
0.009569630026817322,-0.07298094034194946
-0.14371901750564575,-0.07298094034194946
0.0010476559400558472,-0.07298094034194946
-0.0852506160736084,-0.07298094034194946
0.019766688346862793,-0.07298094034194946
0.12794272601604462,-0.07298094034194946
-0.06842657923698425,-0.07298094034194946
-0.13224785029888153,-0.07298094034194946
-0.07653915882110596,-0.07298094034194946
-0.04403260350227356,-0.07298094034194946
-0.09696243703365326,-0.07298094034194946
-0.0927988588809967,-0.07298094034194946
-0.040478646755218506,-0.07298094034194946
0.029763340950012207,-0.07298094034194946
-0.23489554226398468,-0.07298094034194946
-0.10647976398468018,-0.07298094034194946
-0.04008093476295471,-0.07298094034194946
0.09176172316074371,-0.07298094034194946
-0.14363546669483185,-0.07298094034194946
-0.1549360752105713,-0.07298094034194946
-0.28254950046539307,-0.07298094034194946
0.051617950201034546,-0.07298094034194946
-0.1891901046037674,-0.07298094034194946
-0.015500485897064209,-0.07298094034194946
-0.038307130336761475,-0.07298094034194946
0.08315104246139526,-0.07298094034194946
-0.12428277730941772,-0.07298094034194946
0.10732051730155945,-0.07298094034194946
-0.1199798434972763,-0.07298094034194946
-0.29752975702285767,-0.07298094034194946
0.05474554002285004,-0.07298094034194946
0.0022640228271484375,-0.07298094034194946
-0.06286779046058655,-0.07298094034194946
-0.23380446434020996,-0.07298094034194946
0.0704488456249237,-0.07298094034194946
-0.28111332654953003,-0.07298094034194946
-0.18160198628902435,-0.07298094034194946
0.07867971062660217,-0.07298094034194946
0.012752354145050049,-0.07298094034194946
0.0013760924339294434,-0.07298094034194946
-0.040275633335113525,-0.07298094034194946
0.015662044286727905,-0.07298094034194946
-0.13522467017173767,-0.07298094034194946
-0.15828217566013336,-0.07298094034194946
-0.06965482234954834,-0.07298094034194946
-0.023274242877960205,-0.07298094034194946
0.04120275378227234,-0.07298094034194946
-0.11484792828559875,-0.07298094034194946
0.01135745644569397,-0.07298094034194946
-0.038061097264289856,-0.07298094034194946
0.1693047285079956,-0.07298094034194946
0.05259138345718384,-0.07298094034194946
0.1208723783493042,-0.07298094034194946
-0.11924350261688232,-0.07298094034194946
-0.10829922556877136,-0.07298094034194946
0.01641446352005005,-0.07298094034194946
0.057446807622909546,-0.07298094034194946
-0.1563335359096527,-0.07298094034194946
-0.26781463623046875,-0.07298094034194946
-0.13205960392951965,-0.07298094034194946
0.03739069402217865,-0.07298094034194946
-0.11497300863265991,-0.07298094034194946
-0.0658285915851593,-0.07298094034194946
-0.14883628487586975,-0.07298094034194946
0.029068022966384888,-0.07298094034194946
-0.10057798027992249,-0.07298094034194946
-0.007051199674606323,-0.07298094034194946
-0.025441884994506836,-0.07298094034194946
-0.133437842130661,-0.07298094034194946
-0.17812371253967285,-0.07298094034194946
-0.16148799657821655,-0.07298094034194946
-0.0748923122882843,-0.07298094034194946
0.05548815429210663,-0.07298094034194946
-0.14912819862365723,-0.07298094034194946
0.006750971078872681,-0.07298094034194946
-0.014102518558502197,-0.07298094034194946
-0.11502484977245331,-0.07298094034194946
0.23295006155967712,-0.07298094034194946
0.04046630859375,-0.07298094034194946
-0.14871875941753387,-0.07298094034194946
-0.10653671622276306,-0.07298094034194946
-0.11471415311098099,-0.07298094034194946
0.040038347244262695,-0.07298094034194946
-0.19460344314575195,-0.07298094034194946
-0.159971222281456,-0.07298094034194946
-0.009097501635551453,-0.07298094034194946
-0.10408493876457214,-0.07298094034194946
-0.27654317021369934,-0.07298094034194946
-0.013983070850372314,-0.07298094034194946
-0.13109785318374634,-0.07298094034194946
-0.07126863300800323,-0.07298094034194946
0.024791494011878967,-0.07298094034194946
-0.10314598679542542,-0.07298094034194946
-0.196702778339386,-0.07298094034194946
-0.04392698407173157,-0.07298094034194946
0.18734832108020782,-0.07298094034194946
-0.039924681186676025,-0.07298094034194946
0.09066514670848846,-0.07298094034194946
-0.029502183198928833,-0.07298094034194946
-0.016155779361724854,-0.07298094034194946
0.07484439015388489,-0.07298094034194946
-0.16812986135482788,-0.07298094034194946
0.011574357748031616,-0.07298094034194946
0.12243779003620148,-0.07298094034194946
-0.07986253499984741,-0.07298094034194946
-0.14987987279891968,-0.07298094034194946
-0.20225723087787628,-0.07298094034194946
-0.14079800248146057,-0.07298094034194946
-0.09109887480735779,-0.07298094034194946
-0.07319630682468414,-0.07298094034194946
-0.12918022274971008,-0.07298094034194946
-0.08574971556663513,-0.07298094034194946
-0.17016246914863586,-0.07298094034194946
-0.003398001194000244,-0.07298094034194946
-0.08659778535366058,-0.07298094034194946
0.1343994438648224,-0.07298094034194946
-0.1533103883266449,-0.07298094034194946
0.21087327599525452,-0.07298094034194946
-0.019729793071746826,-0.07298094034194946
0.04187212884426117,-0.07298094034194946
-0.13806715607643127,-0.07298094034194946
0.04623076319694519,-0.07298094034194946
-0.19749566912651062,-0.07298094034194946
-0.2506687641143799,-0.07298094034194946
-0.18371981382369995,-0.07298094034194946
-0.08526670932769775,-0.07298094034194946
-0.05108386278152466,-0.07298094034194946
-0.11452674865722656,-0.07298094034194946
-0.005794942378997803,-0.07298094034194946
0.09031221270561218,-0.07298094034194946
0.03692007064819336,-0.07298094034194946
-0.09410306811332703,-0.07298094034194946
0.03127007186412811,-0.07298094034194946
-0.014347106218338013,-0.07298094034194946
-0.07825441658496857,-0.07298094034194946
0.04948467016220093,-0.07298094034194946
-0.05195039510726929,-0.07298094034194946
-0.26728886365890503,-0.07298094034194946
-0.2125028818845749,-0.07298094034194946
-0.10407748818397522,-0.07298094034194946
-0.13293029367923737,-0.07298094034194946
-0.167586550116539,-0.07298094034194946
-0.1553608626127243,-0.07298094034194946
-0.23300069570541382,-0.07298094034194946
0.002394258975982666,-0.07298094034194946
-0.10599276423454285,-0.07298094034194946
0.015057742595672607,-0.07298094034194946
-0.06333541870117188,-0.07298094034194946
-0.2532314658164978,-0.07298094034194946
-0.3772765100002289,-0.07298094034194946
0.02071581780910492,-0.07298094034194946
-0.09482169151306152,-0.07298094034194946
-0.01609247922897339,-0.07298094034194946
-0.12233701348304749,-0.07298094034194946
-0.11476397514343262,-0.07298094034194946
-0.23234695196151733,-0.07298094034194946
-0.23303675651550293,-0.07298094034194946
-0.02413293719291687,-0.07298094034194946
-0.2242824137210846,-0.07298094034194946
0.0590040385723114,-0.07298094034194946
-0.1670432984828949,-0.07298094034194946
-0.22019241750240326,-0.07298094034194946
-0.06859090924263,-0.07298094034194946
-0.28672921657562256,-0.07298094034194946
-0.21748962998390198,-0.07298094034194946
-0.24768047034740448,-0.07298094034194946
-0.05588698387145996,-0.07298094034194946
0.057527095079422,-0.07298094034194946
-0.04084691405296326,-0.07298094034194946
-0.047015249729156494,-0.07298094034194946
0.02603265643119812,-0.07298094034194946
0.03566738963127136,-0.07298094034194946
-0.07737916707992554,-0.07298094034194946
-0.13066521286964417,-0.07298094034194946
0.1059902012348175,-0.07298094034194946
-0.15366318821907043,-0.07298094034194946
-0.038801491260528564,-0.07298094034194946
-0.16909819841384888,-0.07298094034194946
-0.13058194518089294,-0.07298094034194946
0.20300692319869995,-0.07298094034194946
-0.16337943077087402,-0.07298094034194946
-0.18462036550045013,-0.07298094034194946
-0.16995996236801147,-0.07298094034194946
0.06509046256542206,-0.07298094034194946
-0.20303040742874146,-0.07298094034194946
0.10135206580162048,-0.07298094034194946
0.0018703937530517578,-0.07298094034194946
0.03289751708507538,-0.07298094034194946
-0.10317531228065491,-0.07298094034194946
-0.0687122642993927,-0.07298094034194946
0.0855388343334198,-0.07298094034194946
0.03522837162017822,-0.07298094034194946
0.18095731735229492,-0.07298094034194946
-0.08910802006721497,-0.07298094034194946
-0.12304840981960297,-0.07298094034194946
-0.1651134043931961,-0.07298094034194946
-0.05866178870201111,-0.07298094034194946
-0.2855626940727234,-0.07298094034194946
0.05985884368419647,-0.07298094034194946
-0.06732188165187836,-0.07298094034194946
0.1273854374885559,-0.07298094034194946
0.07735894620418549,-0.07298094034194946
-0.0633518397808075,-0.07298094034194946
-0.10664089024066925,-0.07298094034194946
-0.0691567063331604,-0.07298094034194946
-0.06509020924568176,-0.07298094034194946
-0.05761314928531647,-0.07298094034194946
-0.0790778249502182,-0.07298094034194946
-0.09237194061279297,-0.07298094034194946
0.06371989846229553,-0.07298094034194946
0.04987365007400513,-0.07298094034194946
-0.05097755789756775,-0.07298094034194946
-0.07127434015274048,-0.07298094034194946
-0.007411062717437744,-0.07298094034194946
0.1231796145439148,-0.07298094034194946
-0.13032203912734985,-0.07298094034194946
-0.006110250949859619,-0.07298094034194946
-0.10697481036186218,-0.07298094034194946
0.27475500106811523,-0.07298094034194946
-0.04222819209098816,-0.07298094034194946
-0.09244365990161896,-0.07298094034194946
0.027943849563598633,-0.07298094034194946
-0.012920141220092773,-0.07298094034194946
-0.09515543282032013,-0.07298094034194946
-0.06900790333747864,-0.07298094034194946
-0.08446508646011353,-0.07298094034194946
0.07823780179023743,-0.07298094034194946
-0.092681884765625,-0.07298094034194946
-0.12596336007118225,-0.07298094034194946
0.03189602494239807,-0.07298094034194946
-0.05791211128234863,-0.07298094034194946
0.10125961899757385,-0.07298094034194946
0.010664105415344238,-0.07298094034194946
-0.06891463696956635,-0.07298094034194946
-0.04969616234302521,-0.07298094034194946
-0.07526957988739014,-0.07298094034194946
-0.1959758996963501,-0.07298094034194946
-0.0017715990543365479,-0.07298094034194946
-0.09689591825008392,-0.07298094034194946
-0.06405316293239594,-0.07298094034194946
-0.03427276015281677,-0.07298094034194946
-0.044708073139190674,-0.07298094034194946
-0.14127217233181,-0.07298094034194946
-0.0017416030168533325,-0.07298094034194946
-0.12972092628479004,-0.07298094034194946
0.05682894587516785,-0.07298094034194946
-0.013332724571228027,-0.07298094034194946
0.1313648819923401,-0.07298094034194946
-0.012914210557937622,-0.07298094034194946
0.031838834285736084,-0.07298094034194946
-0.09773412346839905,-0.07298094034194946
-0.25256872177124023,-0.07298094034194946
0.07910522818565369,-0.07298094034194946
0.01073545217514038,-0.07298094034194946
-0.06551989912986755,-0.07298094034194946
-0.1259268969297409,-0.07298094034194946
-0.27551940083503723,-0.07298094034194946
-0.15782193839550018,-0.07298094034194946
-0.15522867441177368,-0.07298094034194946
-0.03130018711090088,-0.07298094034194946
-0.16457125544548035,-0.07298094034194946
-0.1245318055152893,-0.07298094034194946
0.06373311579227448,-0.07298094034194946
-0.013981223106384277,-0.07298094034194946
0.20439490675926208,-0.07298094034194946
0.009070143103599548,-0.07298094034194946
0.029494911432266235,-0.07298094034194946
-0.12399284541606903,-0.07298094034194946
0.1547410786151886,-0.07298094034194946
-0.03484271466732025,-0.07298094034194946
-0.03948485851287842,-0.07298094034194946
-0.15363457798957825,-0.07298094034194946
0.0951763391494751,-0.07298094034194946
0.0058564841747283936,-0.07298094034194946
-0.05957549810409546,-0.07298094034194946
0.09174004197120667,-0.07298094034194946
0.06225867569446564,-0.07298094034194946
-0.08139464259147644,-0.07298094034194946
-0.06489939987659454,-0.07298094034194946
-0.09194087982177734,-0.07298094034194946
0.06092226505279541,-0.07298094034194946
0.006287217140197754,-0.07298094034194946
-0.14148105680942535,-0.07298094034194946
0.04047909379005432,-0.07298094034194946
-0.055303484201431274,-0.07298094034194946
-0.22318674623966217,-0.07298094034194946
-0.07957357168197632,-0.07298094034194946
-0.11050952970981598,-0.07298094034194946
-0.03623273968696594,-0.07298094034194946
-0.31024855375289917,-0.07298094034194946
-0.322762668132782,-0.07298094034194946
0.060692012310028076,-0.07298094034194946
-0.3129376471042633,-0.07298094034194946
-0.10150837898254395,-0.07298094034194946
-0.11052139103412628,-0.07298094034194946
-0.11571162939071655,-0.07298094034194946
-0.19444391131401062,-0.07298094034194946
0.058476030826568604,-0.07298094034194946
0.05190888047218323,-0.07298094034194946
0.09825466573238373,-0.07298094034194946
-0.046281397342681885,-0.07298094034194946
-0.15838055312633514,-0.07298094034194946
0.026998460292816162,-0.07298094034194946
-0.046305298805236816,-0.07298094034194946
0.058771029114723206,-0.07298094034194946
0.08011426031589508,-0.07298094034194946
-0.0010241270065307617,-0.07298094034194946
-0.127686008810997,-0.07298094034194946
-0.010479182004928589,-0.07298094034194946
0.037030816078186035,-0.07298094034194946
-0.060381725430488586,-0.07298094034194946
-0.1123344898223877,-0.07298094034194946
-0.032679617404937744,-0.07298094034194946
-0.1379155069589615,-0.07298094034194946
-0.01939260959625244,-0.07298094034194946
-0.060936182737350464,-0.07298094034194946
-0.1345011591911316,-0.07298094034194946
-0.13236436247825623,-0.07298094034194946
0.02368384599685669,-0.07298094034194946
-0.06970922648906708,-0.07298094034194946
-0.10395695269107819,-0.07298094034194946
-0.08643749356269836,-0.07298094034194946
-0.24579879641532898,-0.07298094034194946
-0.3128166198730469,-0.07298094034194946
0.070721834897995,-0.07298094034194946
-0.12640628218650818,-0.07298094034194946
-0.00976717472076416,-0.07298094034194946
-0.10639183223247528,-0.07298094034194946
-0.10679766535758972,-0.07298094034194946
-0.21403299272060394,-0.07298094034194946
-0.11637330055236816,-0.07298094034194946
0.1178283840417862,-0.07298094034194946
0.04478341341018677,-0.07298094034194946
0.06217566132545471,-0.07298094034194946
-0.24969753623008728,-0.07298094034194946
0.04816250503063202,-0.07298094034194946
-0.08364610373973846,-0.07298094034194946
-0.25650301575660706,-0.07298094034194946
-0.08255442976951599,-0.07298094034194946
-0.2686707377433777,-0.07298094034194946
0.20205534994602203,-0.07298094034194946
0.08612684905529022,-0.07298094034194946
-0.07769182324409485,-0.07298094034194946
0.021075040102005005,-0.07298094034194946
0.02487128973007202,-0.07298094034194946
-0.2887963056564331,-0.07298094034194946
-0.1425790786743164,-0.07298094034194946
-0.06635141372680664,-0.07298094034194946
-0.04715043306350708,-0.07298094034194946
0.01938113570213318,-0.07298094034194946
-0.2087792456150055,-0.07298094034194946
-0.43448376655578613,-0.07298094034194946
-0.08242852985858917,-0.07298094034194946
-0.21731337904930115,-0.07298094034194946
-0.03712451457977295,-0.07298094034194946
0.06361213326454163,-0.07298094034194946
-0.007824942469596863,-0.07298094034194946
-0.1582496464252472,-0.07298094034194946
-0.2183556705713272,-0.07298094034194946
-0.19511450827121735,-0.07298094034194946
-0.006110340356826782,-0.07298094034194946
-0.17672650516033173,-0.07298094034194946
-0.10085710883140564,-0.07298094034194946
-0.11110928654670715,-0.07298094034194946
-0.0781192034482956,-0.07298094034194946
-0.014504313468933105,-0.07298094034194946
-0.2170351892709732,-0.07298094034194946
-0.34453558921813965,-0.07298094034194946
-0.14514753222465515,-0.07298094034194946
-0.023169592022895813,-0.07298094034194946
-0.2337101697921753,-0.07298094034194946
-0.08712618052959442,-0.07298094034194946
0.058984652161598206,-0.07298094034194946
0.10620765388011932,-0.07298094034194946
-0.043399810791015625,-0.07298094034194946
0.017211705446243286,-0.07298094034194946
-0.04381316900253296,-0.07298094034194946
-0.0662691593170166,-0.07298094034194946
0.0365983247756958,-0.07298094034194946
-0.17309077084064484,-0.07298094034194946
0.14809352159500122,-0.07298094034194946
-0.06680041551589966,-0.07298094034194946
-0.1071101725101471,-0.07298094034194946
-0.028483152389526367,-0.07298094034194946
-0.09950505197048187,-0.07298094034194946
0.10829432308673859,-0.07298094034194946
-0.19078665971755981,-0.07298094034194946
-0.2769138813018799,-0.07298094034194946
-0.11114943027496338,-0.07298094034194946
-0.12305054068565369,-0.07298094034194946
-0.07772403955459595,-0.07298094034194946
-0.033635854721069336,-0.07298094034194946
-0.25446489453315735,-0.07298094034194946
-0.013293996453285217,-0.07298094034194946
-0.2214021384716034,-0.07298094034194946
-0.21586158871650696,-0.07298094034194946
-0.040328651666641235,-0.07298094034194946
-0.16022396087646484,-0.07298094034194946
-0.23291537165641785,-0.07298094034194946
-0.040558844804763794,-0.07298094034194946
-0.1476118415594101,-0.07298094034194946
-0.30730846524238586,-0.07298094034194946
-0.2613498568534851,-0.07298094034194946
-0.11043086647987366,-0.07298094034194946
0.12766994535923004,-0.07298094034194946
-0.00286826491355896,-0.07298094034194946
-0.228639155626297,-0.07298094034194946
0.015782594680786133,-0.07298094034194946
0.0345480740070343,-0.07298094034194946
-0.3455238342285156,-0.07298094034194946
-0.030586987733840942,-0.07298094034194946
-0.19976350665092468,-0.07298094034194946
-0.19358226656913757,-0.07298094034194946
-0.08591160178184509,-0.07298094034194946
0.018221288919448853,-0.07298094034194946
-0.23503416776657104,-0.07298094034194946
-0.18391714990139008,-0.07298094034194946
0.028588294982910156,-0.07298094034194946
-0.025204956531524658,-0.07298094034194946
-0.15140904486179352,-0.07298094034194946
0.002591639757156372,-0.07298094034194946
